timestamp,perf_time_sec,sample_index,DAT1,DAT2,DAT3,DAT4
2026-05-22T15:24:02.457,96203.218384,4058,7135565,9245243,8911095,8072081
2026-05-22T15:24:02.457,96203.218603,4059,7135459,9245335,8911247,8072057
2026-05-22T15:24:02.472,96203.233514,4060,7135567,9245291,8911179,8072055
2026-05-22T15:24:02.487,96203.248524,4061,7135435,9245335,8911371,8072139
2026-05-22T15:24:02.501,96203.263149,4062,7135515,9245329,8911191,8072065
2026-05-22T15:24:02.516,96203.278298,4063,7135427,9245433,8911315,8072085
2026-05-22T15:24:02.517,96203.278516,4064,7135507,9245375,8911111,8071985
2026-05-22T15:24:02.531,96203.293152,4065,7135463,9245417,8911293,8072025
2026-05-22T15:24:02.547,96203.308366,4066,7135571,9245317,8911039,8072043
2026-05-22T15:24:02.562,96203.323506,4067,7135377,9245357,8911261,8072115
2026-05-22T15:24:02.562,96203.323735,4068,7135387,9245255,8911147,8072025
2026-05-22T15:24:02.562,96203.323780,4069,7135431,9245371,8911367,8072041
2026-05-22T15:24:02.562,96203.324301,4070,7135621,9245387,8911259,8071967
2026-05-22T15:24:02.577,96203.338457,4071,7135543,9245541,8911337,8072013
2026-05-22T15:24:02.591,96203.353319,4072,7135609,9245481,8911189,8071883
2026-05-22T15:24:02.636,96203.397419,4073,7135457,9245529,8911395,8071565
2026-05-22T15:24:02.652,96203.413468,4074,7135459,9245423,8911243,8071385
2026-05-22T15:24:02.667,96203.428536,4075,7135349,9245415,8911397,8071763
2026-05-22T15:24:02.667,96203.428818,4076,7135501,9245235,8911327,8071839
2026-05-22T15:24:02.682,96203.443883,4077,7135563,9245309,8911541,8071975
2026-05-22T15:24:02.697,96203.458835,4078,7135785,9245277,8911417,8071899
2026-05-22T15:24:02.712,96203.473985,4079,7135585,9245329,8911527,8071941
2026-05-22T15:24:02.727,96203.488644,4080,7135521,9245225,8911327,8071907
2026-05-22T15:24:02.742,96203.503515,4081,7135485,9245341,8911387,8072025
2026-05-22T15:24:02.757,96203.518556,4082,7135531,9245323,8911241,8071963
2026-05-22T15:24:02.757,96203.518642,4083,7135479,9245471,8911303,8072003
2026-05-22T15:24:02.757,96203.519211,4084,7135483,9245389,8911237,8071983
2026-05-22T15:24:02.759,96203.520687,4085,7135399,9245413,8911433,8072049
2026-05-22T15:24:02.772,96203.533441,4086,7135389,9245285,8911353,8071995
2026-05-22T15:24:02.772,96203.533693,4087,7135281,9245449,8911455,8072087
2026-05-22T15:24:02.772,96203.533738,4088,7135451,9245315,8911295,8071973
2026-05-22T15:24:02.772,96203.534324,4089,7135463,9245353,8911327,8072067
2026-05-22T15:24:02.787,96203.548664,4090,7135485,9245247,8911243,8072031
2026-05-22T15:24:02.802,96203.563491,4091,7135423,9245365,8911403,8072061
2026-05-22T15:24:02.831,96203.593030,4092,7135375,9245283,8911335,8071939
2026-05-22T15:24:02.876,96203.637813,4093,7135311,9245419,8911533,8071613
2026-05-22T15:24:02.892,96203.653424,4094,7135453,9245331,8911461,8071353
2026-05-22T15:24:02.892,96203.653646,4095,7135425,9245431,8911431,8071395
2026-05-22T15:24:02.893,96203.655070,4096,7135407,9245357,8911339,8071297
2026-05-22T15:24:02.893,96203.655264,4097,7135191,9245447,8911427,8071429
2026-05-22T15:24:02.893,96203.655305,4098,7135095,9245363,8911289,8071545
2026-05-22T15:24:02.936,96203.697713,4099,7135053,9245507,8911261,8072023
2026-05-22T15:24:02.937,96203.698372,4100,7135103,9245399,8911189,8072051
2026-05-22T15:24:02.937,96203.698420,4101,7135065,9245531,8911223,8072155
2026-05-22T15:24:02.938,96203.699471,4102,7135135,9245385,8911225,8072139
2026-05-22T15:24:02.952,96203.713731,4103,7135139,9245413,8911263,8072189
2026-05-22T15:24:02.969,96203.730423,4104,7135277,9245303,8911195,8072061
2026-05-22T15:24:02.969,96203.730722,4105,7135309,9245387,8911301,8072083
2026-05-22T15:24:02.969,96203.730783,4106,7135393,9245209,8911249,8071953
2026-05-22T15:24:02.983,96203.744668,4107,7135321,9245325,8911333,8072039
2026-05-22T15:24:02.983,96203.744940,4108,7135275,9245267,8911421,8072041
2026-05-22T15:24:02.999,96203.761147,4109,7135203,9245321,8911549,8072051
2026-05-22T15:24:03.014,96203.775839,4110,7135195,9245197,8911541,8071785
2026-05-22T15:24:03.014,96203.776237,4111,7135217,9245377,8911463,8071923
2026-05-22T15:24:03.030,96203.791721,4112,7135341,9245245,8911317,8072025
2026-05-22T15:24:03.042,96203.804219,4113,7135331,9245307,8911209,8072123
2026-05-22T15:24:03.044,96203.806321,4114,7135381,9245271,8911125,8072005
2026-05-22T15:24:03.045,96203.806453,4115,7135347,9245401,8911273,8072077
2026-05-22T15:24:03.057,96203.818500,4116,7135363,9245321,8911345,8071971
2026-05-22T15:24:03.072,96203.833551,4117,7135335,9245365,8911287,8072063
2026-05-22T15:24:03.087,96203.849343,4118,7135389,9245233,8911305,8071977
2026-05-22T15:24:03.088,96203.849596,4119,7135355,9245389,8911323,8072045
2026-05-22T15:24:03.117,96203.878543,4120,7135255,9245215,8911243,8071913
2026-05-22T15:24:03.133,96203.895160,4121,7135127,9245251,8911177,8071939
2026-05-22T15:24:03.162,96203.923888,4122,7135151,9245175,8911141,8071917
2026-05-22T15:24:03.177,96203.938600,4123,7135195,9245313,8911297,8071995
2026-05-22T15:24:03.177,96203.938909,4124,7135277,9245247,8911381,8071931
2026-05-22T15:24:03.178,96203.939415,4125,7135261,9245395,8911315,8072003
2026-05-22T15:24:03.179,96203.941151,4126,7135217,9245277,8911299,8072007
2026-05-22T15:24:03.192,96203.953491,4127,7135157,9245395,8911269,8072129
2026-05-22T15:24:03.237,96203.998544,4128,7135127,9245269,8911329,8072041
2026-05-22T15:24:03.252,96204.013740,4129,7135161,9245311,8911331,8072055
2026-05-22T15:24:03.252,96204.014101,4130,7135199,9245291,8911381,8071979
2026-05-22T15:24:03.253,96204.014389,4131,7135077,9245451,8911313,8072051
2026-05-22T15:24:03.254,96204.016255,4132,7135085,9245393,8911375,8071991
2026-05-22T15:24:03.267,96204.028810,4133,7135167,9245465,8911363,8072053
2026-05-22T15:24:03.267,96204.029102,4134,7135219,9245389,8911379,8071969
2026-05-22T15:24:03.267,96204.029160,4135,7135239,9245495,8911389,8072089
2026-05-22T15:24:03.268,96204.029475,4136,7135169,9245399,8911403,8072057
2026-05-22T15:24:03.268,96204.029512,4137,7135109,9245461,8911405,8072113
2026-05-22T15:24:03.282,96204.044143,4138,7135057,9245337,8911527,8072031
2026-05-22T15:24:03.283,96204.044441,4139,7135011,9245409,8911399,8072109
2026-05-22T15:24:03.283,96204.044476,4140,7134893,9245325,8911411,8072071
2026-05-22T15:24:03.297,96204.058655,4141,7134873,9245399,8911275,8072087
2026-05-22T15:24:03.312,96204.074082,4142,7134881,9245339,8911275,8071939
2026-05-22T15:24:03.326,96204.088321,4143,7134979,9245473,8911229,8072005
2026-05-22T15:24:03.342,96204.104115,4144,7135017,9245433,8911229,8072001
2026-05-22T15:24:03.343,96204.104393,4145,7135039,9245497,8911313,8072141
2026-05-22T15:24:03.343,96204.104505,4146,7135001,9245451,8911281,8072105
2026-05-22T15:24:03.356,96204.118279,4147,7135029,9245531,8911397,8072219
2026-05-22T15:24:03.357,96204.118480,4148,7134953,9245501,8911467,8072219
2026-05-22T15:24:03.372,96204.133647,4149,7134977,9245491,8911579,8072251
2026-05-22T15:24:03.387,96204.148828,4150,7134951,9245369,8911473,8072167
2026-05-22T15:24:03.387,96204.149156,4151,7135035,9245425,8911523,8072177
2026-05-22T15:24:03.402,96204.163735,4152,7135005,9245399,8911401,8072093
2026-05-22T15:24:03.417,96204.179028,4153,7134991,9245491,8911451,8072135
2026-05-22T15:24:03.417,96204.179337,4154,7134945,9245497,8911329,8072089
2026-05-22T15:24:03.432,96204.193891,4155,7135113,9245481,8911459,8072243
2026-05-22T15:24:03.447,96204.208988,4156,7135139,9245365,8911325,8072217
2026-05-22T15:24:03.447,96204.209349,4157,7135151,9245417,8911447,8072203
2026-05-22T15:24:03.448,96204.209402,4158,7135049,9245413,8911413,8072131
2026-05-22T15:24:03.448,96204.209613,4159,7135013,9245419,8911523,8072159
2026-05-22T15:24:03.448,96204.209773,4160,7134981,9245367,8911279,8072073
2026-05-22T15:24:03.462,96204.224131,4161,7135061,9245309,8911305,8072077
2026-05-22T15:24:03.477,96204.238770,4162,7135039,9245299,8911257,8072103
2026-05-22T15:24:03.492,96204.253389,4163,7135123,9245383,8911429,8072233
2026-05-22T15:24:03.536,96204.297746,4164,7135109,9245373,8911293,8072149
2026-05-22T15:24:03.536,96204.298246,4165,7135137,9245401,8911431,8072173
2026-05-22T15:24:03.552,96204.313790,4166,7135007,9245373,8911367,8072035
2026-05-22T15:24:03.552,96204.313886,4167,7135075,9245407,8911505,8072063
2026-05-22T15:24:03.567,96204.328541,4168,7135049,9245391,8911321,8072053
2026-05-22T15:24:03.582,96204.344118,4169,7135103,9245351,8911445,8072053
2026-05-22T15:24:03.583,96204.344406,4170,7134907,9245263,8911363,8072031
2026-05-22T15:24:03.597,96204.358917,4171,7134949,9245267,8911503,8072037
2026-05-22T15:24:03.612,96204.374073,4172,7134949,9245305,8911337,8072019
